CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO;SCT_ID;SCT_TERMINO;GRUPOS_JERARQUICOS
7338813;cardioxane;;Insensible;Manual;Vigente;;;;;;;
5677279;cardura;;Sensible;Manual;Vigente;;;;;;;
7772320;careza;;Insensible;Manual;Vigente;;;;;;;
7772321;cariamyl;;Insensible;Manual;Vigente;;;;;;;
7470044;caristop;;Insensible;Manual;Vigente;;;;;;;
7772322;cartilar;;Insensible;Manual;Vigente;;;;;;;
5677280;carvitol;;Sensible;Manual;Vigente;;;;;;;
7772323;casodex;;Insensible;Manual;Vigente;;;;;;;
5677281;cataflam;;Sensible;Manual;Vigente;;;;;;;
7772324;catapresan;;Insensible;Manual;Vigente;;;;;;;
7180259;categor;;Insensible;Manual;Vigente;;;;;;;
7772325;cavamed;;Insensible;Manual;Vigente;;;;;;;
7772326;caverject;;Insensible;Manual;Vigente;;;;;;;
5677286;cebión;;Sensible;Manual;Vigente;;;;;;;
5677287;Cefadol;;Sensible;Manual;Vigente;;;;;;;
5677289;cefalmin;;Sensible;Manual;Vigente;;;;;;;
5677292;cefamox;;Sensible;Manual;Vigente;;;;;;;
7301137;cefin;;Insensible;Manual;Vigente;;;;;;;
5677294;cefirax;;Sensible;Manual;Vigente;;;;;;;
7329858;ceftiol;;Insensible;Manual;Vigente;;;;;;;
5677295;Celance;;Sensible;Manual;Vigente;;;;;;;
5677297;celebra;;Sensible;Manual;Vigente;;;;;;;
7772329;celedox;;Insensible;Manual;Vigente;;;;;;;
5677301;Celestamine;;Sensible;Manual;Vigente;;;;;;;
7772330;celex;;Insensible;Manual;Vigente;;;;;;;
5677302;cellcept;;Sensible;Manual;Vigente;;;;;;;
7335473;celsentri;;Insensible;Manual;Vigente;;;;;;;
5677304;celtium;;Sensible;Manual;Vigente;;;;;;;
7438407;celulase;;Insensible;Manual;Vigente;;;;;;;
5677311;centrum;;Sensible;Manual;Vigente;;;;;;;
7772334;cerazette;;Insensible;Manual;Vigente;;;;;;;
7772335;cerciora T;;Insensible;Manual;Vigente;;;;;;;
7167637;cerevax;;Insensible;Manual;Vigente;;;;;;;
7738257;cerezyme;;Insensible;Manual;Vigente;;;;;;;
5677313;certican;;Sensible;Manual;Vigente;;;;;;;
7772336;cerubidine;;Insensible;Manual;Vigente;;;;;;;
7772339;cervarix;;Insensible;Manual;Vigente;;;;;;;
5677324;cervilane;;Sensible;Manual;Vigente;;;;;;;
5677325;cetaphil;;Sensible;Manual;Vigente;;;;;;;
7711984;cetraxal;;Insensible;Manual;Vigente;;;;;;;
7772340;cetril;;Insensible;Manual;Vigente;;;;;;;
7772343;cetrotide;;Insensible;Manual;Vigente;;;;;;;
7161288;ceumid;;Insensible;Manual;Vigente;;;;;;;
7497855;champix;;Insensible;Manual;Vigente;;;;;;;
5677326;cheltin;;Sensible;Manual;Vigente;;;;;;;
7772344;chirocaína;;Insensible;Manual;Vigente;;;;;;;
7772345;chlorohex;;Insensible;Manual;Vigente;;;;;;;
5677329;cialis;;Sensible;Manual;Vigente;;;;;;;
5677330;ciblex;;Sensible;Manual;Vigente;;;;;;;
7234778;cicalfate;;Insensible;Manual;Vigente;;;;;;;
7234781;cicaplast;;Insensible;Manual;Vigente;;;;;;;
5677331;ciclamil;;Sensible;Manual;Vigente;;;;;;;
7772346;ciclend;;Insensible;Manual;Vigente;;;;;;;
5677334;ciclidon;;Sensible;Manual;Vigente;;;;;;;
5677338;ciclomex;;Sensible;Manual;Vigente;;;;;;;
5702812;cidimus;;Sensible;Manual;Vigente;;;;;;;
5677340;cidoten;;Sensible;Manual;Vigente;;;;;;;
5677695;Cifloxin;;Sensible;Manual;Vigente;;;;;;;
7307446;cilokare;;Insensible;Manual;Vigente;;;;;;;
7772348;cilosvitae;;Insensible;Manual;Vigente;;;;;;;
5677703;cimal;;Sensible;Manual;Vigente;;;;;;;
5677707;Cinabel;;Sensible;Manual;Vigente;;;;;;;
7772349;cinactiv;;Insensible;Manual;Vigente;;;;;;;
7496386;cinergil;;Insensible;Manual;Vigente;;;;;;;
5677708;cipramil;;Sensible;Manual;Vigente;;;;;;;
5677709;ciprodex;;Sensible;Manual;Vigente;;;;;;;
5677717;ciproval;;Sensible;Manual;Vigente;;;;;;;
7772352;ciproxino;;Insensible;Manual;Vigente;;;;;;;
7772354;circlet;;Insensible;Manual;Vigente;;;;;;;
5677720;ciriax;;Sensible;Manual;Vigente;;;;;;;
7476992;ciruelax;;Insensible;Manual;Vigente;;;;;;;
5677722;cisordinol;;Sensible;Manual;Vigente;;;;;;;
7289668;cisplatino;;Insensible;Manual;Vigente;;;;;;;
7737811;citoneuron;;Insensible;Manual;Vigente;;;;;;;
7772355;citracal max D;;Insensible;Manual;Vigente;;;;;;;
7772357;citta;;Insensible;Manual;Vigente;;;;;;;
7310966;claragine;;Insensible;Manual;Vigente;;;;;;;
7772360;claribay;;Insensible;Manual;Vigente;;;;;;;
5677723;clarimax;;Sensible;Manual;Vigente;;;;;;;
7422186;clarimir;;Insensible;Manual;Vigente;;;;;;;
7772363;clarinase;;Insensible;Manual;Vigente;;;;;;;
7772364;clarityne;;Insensible;Manual;Vigente;;;;;;;
5677731;clatic;;Sensible;Manual;Vigente;;;;;;;
7338843;clauter;;Insensible;Manual;Vigente;;;;;;;
7165033;clavam duo;;Insensible;Manual;Vigente;;;;;;;
5677738;clavinex;;Sensible;Manual;Vigente;;;;;;;
5677740;clavoxilina bid;;Sensible;Manual;Vigente;;;;;;;
7664444;cleanance;;Insensible;Manual;Vigente;;;;;;;
7772603;clear eyes;;Insensible;Manual;Vigente;;;;;;;
7772604;clentel;;Insensible;Manual;Vigente;;;;;;;
5677742;clexane;;Sensible;Manual;Vigente;;;;;;;
7772612;cliane;;Insensible;Manual;Vigente;;;;;;;
7772616;clidan - B;;Insensible;Manual;Vigente;;;;;;;
7772621;climafem;;Insensible;Manual;Vigente;;;;;;;
7772623;climene;;Insensible;Manual;Vigente;;;;;;;
7772624;clinium;;Insensible;Manual;Vigente;;;;;;;
7772626;clinomat;;Insensible;Manual;Vigente;;;;;;;
7772632;clob - X;;Insensible;Manual;Vigente;;;;;;;
5677764;clodavan;;Sensible;Manual;Vigente;;;;;;;
7250362;clofazic;;Insensible;Manual;Vigente;;;;;;;
5677746;clofexan;;Sensible;Manual;Vigente;;;;;;;
7772637;clolar;;Insensible;Manual;Vigente;;;;;;;
5677749;clonalgin;;Sensible;Manual;Vigente;;;;;;;
5702826;clonapam;;Sensible;Manual;Vigente;;;;;;;
5677751;clonex;;Sensible;Manual;Vigente;;;;;;;
7772639;clopivitae;;Insensible;Manual;Vigente;;;;;;;
7772642;clorampast;;Insensible;Manual;Vigente;;;;;;;
7722886;cloroquina difosfato;;Insensible;Manual;Vigente;;;;;;;
5677755;clorprimeton;;Sensible;Manual;Vigente;;;;;;;
7772645;cloruro de potasio en cloruro de sodio;;Insensible;Manual;Vigente;;;;;;;
7772649;clotinab;;Insensible;Manual;Vigente;;;;;;;
7297731;clotrimazol + betametasona;;Insensible;Manual;Vigente;;;;;;;
5677758;clotrimin;;Sensible;Manual;Vigente;;;;;;;
7772651;clotrombix;;Insensible;Manual;Vigente;;;;;;;
5677759;cloval;;Sensible;Manual;Vigente;;;;;;;
7772667;cloxipol;;Insensible;Manual;Vigente;;;;;;;
7772668;cloxyn;;Insensible;Manual;Vigente;;;;;;;
7772669;clozanil;;Insensible;Manual;Vigente;;;;;;;
5677762;cluvax;;Sensible;Manual;Vigente;;;;;;;
7772672;coarol;;Insensible;Manual;Vigente;;;;;;;
5677763;cobefen;;Sensible;Manual;Vigente;;;;;;;
7772674;codeipar;;Insensible;Manual;Vigente;;;;;;;
7772675;codeisol;;Insensible;Manual;Vigente;;;;;;;
7772681;codelasa;;Insensible;Manual;Vigente;;;;;;;
7356535;codetol;;Insensible;Manual;Vigente;;;;;;;
7580757;codipzona;;Insensible;Manual;Vigente;;;;;;;
7772682;cold cream;;Insensible;Manual;Vigente;;;;;;;
7772683;colicor;;Insensible;Manual;Vigente;;;;;;;
7299518;coliper;;Insensible;Manual;Vigente;;;;;;;
5677772;colmax;;Insensible;Manual;Vigente;;;;;;;
7772686;colnatur;;Insensible;Manual;Vigente;;;;;;;
5677773;Colonaid;;Sensible;Manual;Vigente;;;;;;;
7772690;colpotrophine;;Insensible;Manual;Vigente;;;;;;;
7772692;combigan;;Insensible;Manual;Vigente;;;;;;;
7772694;combivir;;Insensible;Manual;Vigente;;;;;;;
7772696;combodart;;Insensible;Manual;Vigente;;;;;;;
7332768;complera;;Insensible;Manual;Vigente;;;;;;;
7350600;comtralmor;;Insensible;Manual;Vigente;;;;;;;
5677774;concerta;;Sensible;Manual;Vigente;;;;;;;
5677775;concor;;Sensible;Manual;Vigente;;;;;;;
7425861;condrosulf;;Insensible;Manual;Vigente;;;;;;;
7772698;confer;;Insensible;Manual;Vigente;;;;;;;
7772705;congestex;;Insensible;Manual;Vigente;;;;;;;
7772712;conpremin;;Insensible;Manual;Vigente;;;;;;;
7772743;conray 60;;Insensible;Manual;Vigente;;;;;;;
7772749;contralmor;;Insensible;Manual;Vigente;;;;;;;
7301330;coolips;;Insensible;Manual;Vigente;;;;;;;
7772755;copaxone;;Insensible;Manual;Vigente;;;;;;;
7772759;copegus;;Insensible;Manual;Vigente;;;;;;;
7312311;cor;;Insensible;Manual;Vigente;;;;;;;
7772761;corasol - D;;Insensible;Manual;Vigente;;;;;;;
5677783;cordiax;;Sensible;Manual;Vigente;;;;;;;
5677784;corentel;;Sensible;Manual;Vigente;;;;;;;
7772764;coriodal;;Insensible;Manual;Vigente;;;;;;;
7341344;coritex;;Insensible;Manual;Vigente;;;;;;;
5677785;corodin;;Sensible;Manual;Vigente;;;;;;;
7772769;corotrope;;Insensible;Manual;Vigente;;;;;;;
7772770;corsalux;;Insensible;Manual;Vigente;;;;;;;
7772774;cortiment MXX;;Insensible;Manual;Vigente;;;;;;;
5677790;cortiprex;;Sensible;Manual;Vigente;;;;;;;
7772776;cortran;;Insensible;Manual;Vigente;;;;;;;
7772780;cortyk;;Insensible;Manual;Vigente;;;;;;;
7772784;cosopt;;Insensible;Manual;Vigente;;;;;;;
7772788;cotellic;;Insensible;Manual;Vigente;;;;;;;
7462768;cotibin;;Insensible;Manual;Vigente;;;;;;;
7772792;cotina;;Insensible;Manual;Vigente;;;;;;;
7772795;cotrisan;;Insensible;Manual;Vigente;;;;;;;
7772796;coumadin;;Insensible;Manual;Vigente;;;;;;;
7724539;coversyl;;Insensible;Manual;Vigente;;;;;;;
7772799;coxdos;;Insensible;Manual;Vigente;;;;;;;
5677792;cozaar;;Sensible;Manual;Vigente;;;;;;;
7301016;creminem;;Insensible;Manual;Vigente;;;;;;;
7299549;cremirit;;Insensible;Manual;Vigente;;;;;;;
5677794;creon;;Sensible;Manual;Vigente;;;;;;;
7772804;cresadex;;Insensible;Manual;Vigente;;;;;;;
5677798;crestor;;Sensible;Manual;Vigente;;;;;;;
5677800;crinone;;Insensible;Manual;Vigente;;;;;;;
7772811;crisapla;;Insensible;Manual;Vigente;;;;;;;
7772815;crismol;;Insensible;Manual;Vigente;;;;;;;
5677810;criten;;Sensible;Manual;Vigente;;;;;;;
7772820;cronolevel;;Insensible;Manual;Vigente;;;;;;;
7302876;cronus;;Insensible;Manual;Vigente;;;;;;;
7772821;crotalgina;;Insensible;Manual;Vigente;;;;;;;
7722895;Cu - Zn +;;Sensible;Manual;Vigente;;;;;;;
7772823;cubicin;;Insensible;Manual;Vigente;;;;;;;
7772824;cupripen;;Insensible;Manual;Vigente;;;;;;;
5677814;curocef;;Sensible;Manual;Vigente;;;;;;;
7772827;cutanil;;Insensible;Manual;Vigente;;;;;;;
7772830;cyclobiol;;Insensible;Manual;Vigente;;;;;;;
7772834;cyclogyl;;Insensible;Manual;Vigente;;;;;;;
7772836;cyklokapron;;Insensible;Manual;Vigente;;;;;;;
7278590;cylatron;;Insensible;Manual;Vigente;;;;;;;
5677821;cymbalta;;Sensible;Manual;Vigente;;;;;;;
7239697;cymevene;;Insensible;Manual;Vigente;;;;;;;
7772839;cytogam;;Insensible;Manual;Vigente;;;;;;;
5676602;D - manitol;;Sensible;Manual;Vigente;;;;;;;
7722831;D - pigment;;Sensible;Manual;Vigente;;;;;;;
7772841;d' vida;;Insensible;Manual;Vigente;;;;;;;
7772855;d' vidamax;;Insensible;Manual;Vigente;;;;;;;
7031720;dacam;;Insensible;Manual;Vigente;;;;;;;
7772867;dacepton;;Insensible;Manual;Vigente;;;;;;;
7772871;daclin;;Insensible;Manual;Vigente;;;;;;;
7772873;dacnel;;Insensible;Manual;Vigente;;;;;;;
7239581;dacogen;;Insensible;Manual;Vigente;;;;;;;
5677836;Daflon 500;;Sensible;Manual;Vigente;;;;;;;
5677840;dagotil;;Sensible;Manual;Vigente;;;;;;;
7772874;dahlia;;Insensible;Manual;Vigente;;;;;;;
7772877;daivobet;;Insensible;Manual;Vigente;;;;;;;
5677846;daivonex;;Sensible;Manual;Vigente;;;;;;;
5677852;daksol;;Sensible;Manual;Vigente;;;;;;;
7772880;daktarin;;Insensible;Manual;Vigente;;;;;;;
7772883;dal;;Insensible;Manual;Vigente;;;;;;;
5677856;dalacin;;Sensible;Manual;Vigente;;;;;;;
5677861;dalcipran;;Insensible;Manual;Vigente;;;;;;;
7772888;dalgiet;;Insensible;Manual;Vigente;;;;;;;
5677871;dalun;;Sensible;Manual;Vigente;;;;;;;
7772889;damixan;;Insensible;Manual;Vigente;;;;;;;
7772891;damizen;;Insensible;Manual;Vigente;;;;;;;
7311871;daniele;;Insensible;Manual;Vigente;;;;;;;
7772893;dantex;;Insensible;Manual;Vigente;;;;;;;
7772901;dantrium;;Insensible;Manual;Vigente;;;;;;;
7772904;daonil;;Insensible;Manual;Vigente;;;;;;;
7772930;daraprim;;Insensible;Manual;Vigente;;;;;;;
7350704;darmas;;Insensible;Manual;Vigente;;;;;;;
7772940;daurocina;;Insensible;Manual;Vigente;;;;;;;
7772942;daxim;;Insensible;Manual;Vigente;;;;;;;
7452313;dazolin;;Insensible;Manual;Vigente;;;;;;;
5677877;DDAVP;;Sensible;Manual;Vigente;;;;;;;
7772944;deaten;;Insensible;Manual;Vigente;;;;;;;
5677886;debridat;;Sensible;Manual;Vigente;;;;;;;
7772946;decadex;;Insensible;Manual;Vigente;;;;;;;
5677889;decapeptyl;;Sensible;Manual;Vigente;;;;;;;
5677894;deflamat;;Sensible;Manual;Vigente;;;;;;;
5677901;degraler;;Sensible;Manual;Vigente;;;;;;;
7772953;delnil;;Insensible;Manual;Vigente;;;;;;;
7772955;dentilim;;Insensible;Manual;Vigente;;;;;;;
5677905;depakene;;Sensible;Manual;Vigente;;;;;;;
7772957;depo - prodasone;;Insensible;Manual;Vigente;;;;;;;
7318099;deprax;;Insensible;Manual;Vigente;;;;;;;
5677909;depurol;;Sensible;Manual;Vigente;;;;;;;
7772958;dermabel;;Insensible;Manual;Vigente;;;;;;;
7772965;dermabiótico;;Insensible;Manual;Vigente;;;;;;;
7772969;dermac;;Insensible;Manual;Vigente;;;;;;;
7772972;dermaliv;;Insensible;Manual;Vigente;;;;;;;
7772975;dermaten;;Insensible;Manual;Vigente;;;;;;;
7300910;dermicin;;Insensible;Manual;Vigente;;;;;;;
7419908;dermodan;;Insensible;Manual;Vigente;;;;;;;
5677918;dermosona;;Sensible;Manual;Vigente;;;;;;;
7772977;dermovate;;Insensible;Manual;Vigente;;;;;;;
5677921;dermoxyl;;Sensible;Manual;Vigente;;;;;;;
7597632;deroxat;;Insensible;Manual;Vigente;;;;;;;
7328279;derpix;;Insensible;Manual;Vigente;;;;;;;
7772982;desdol;;Insensible;Manual;Vigente;;;;;;;
7772983;desferal;;Insensible;Manual;Vigente;;;;;;;
5677922;desoren;;Sensible;Manual;Vigente;;;;;;;
7772985;desowen;;Insensible;Manual;Vigente;;;;;;;
7307523;despeval;;Insensible;Manual;Vigente;;;;;;;
7307551;despex;;Insensible;Manual;Vigente;;;;;;;
7772993;dessolets;;Insensible;Manual;Vigente;;;;;;;
5676555;Deticene;;Sensible;Manual;Vigente;;;;;;;
7772996;detrucalm;;Insensible;Manual;Vigente;;;;;;;
5676556;detrusitol;;Sensible;Manual;Vigente;;;;;;;
5676557;deucoaler;;Sensible;Manual;Vigente;;;;;;;
7773000;deucodol;;Insensible;Manual;Vigente;;;;;;;
7773008;deucotos;;Insensible;Manual;Vigente;;;;;;;
5676558;deucoval;;Sensible;Manual;Vigente;;;;;;;
7773013;dexagin;;Insensible;Manual;Vigente;;;;;;;
7773015;dexan;;Insensible;Manual;Vigente;;;;;;;
7773020;dexatrim;;Insensible;Manual;Vigente;;;;;;;
5676559;dezartal;;Sensible;Manual;Vigente;;;;;;;
7773024;diabinese;;Insensible;Manual;Vigente;;;;;;;
7773029;diabion;;Insensible;Manual;Vigente;;;;;;;
7773032;diabt;;Insensible;Manual;Vigente;;;;;;;
7773034;diacor;;Insensible;Manual;Vigente;;;;;;;
7425173;diadicon;;Insensible;Manual;Vigente;;;;;;;
5676564;Diaglitab;;Sensible;Manual;Vigente;;;;;;;
7773036;diane 35;;Insensible;Manual;Vigente;;;;;;;
7704170;dianeal;;Insensible;Manual;Vigente;;;;;;;
7773038;dianormax MR;;Insensible;Manual;Vigente;;;;;;;
7773042;diapam;;Insensible;Manual;Vigente;;;;;;;
7341428;diapresan;;Insensible;Manual;Vigente;;;;;;;
7333876;diaren;;Insensible;Manual;Vigente;;;;;;;
7676943;diasol;;Insensible;Manual;Vigente;;;;;;;
7773053;diben;;Insensible;Manual;Vigente;;;;;;;
7773056;dicartel;;Insensible;Manual;Vigente;;;;;;;
7268685;dichlorexan;;Insensible;Manual;Vigente;;;;;;;
5676569;dicil;;Sensible;Manual;Vigente;;;;;;;
7773082;diclac;;Insensible;Manual;Vigente;;;;;;;
7773087;diclotaren;;Insensible;Manual;Vigente;;;;;;;
7352468;dicogel;;Insensible;Manual;Vigente;;;;;;;
5676570;dicomex;;Sensible;Manual;Vigente;;;;;;;
5676571;dicynone;;Sensible;Manual;Vigente;;;;;;;
7773091;dieloft;;Insensible;Manual;Vigente;;;;;;;
5676572;difexon;;Sensible;Manual;Vigente;;;;;;;
7230430;differin;;Insensible;Manual;Vigente;;;;;;;
5676578;diflucan;;Sensible;Manual;Vigente;;;;;;;
7773096;digenil;;Insensible;Manual;Vigente;;;;;;;
7773103;dil;;Insensible;Manual;Vigente;;;;;;;
7341650;dilasedan;;Insensible;Manual;Vigente;;;;;;;
5676580;dilatrend;;Sensible;Manual;Vigente;;;;;;;
7773108;dimecaína;;Insensible;Manual;Vigente;;;;;;;
5676581;dinaflex;;Sensible;Manual;Vigente;;;;;;;
5676582;dineurin;;Sensible;Manual;Vigente;;;;;;;
7773109;diolasa;;Insensible;Manual;Vigente;;;;;;;
7773111;diondel;;Insensible;Manual;Vigente;;;;;;;
7307467;diotensil;;Insensible;Manual;Vigente;;;;;;;
7773112;dipatropin;;Insensible;Manual;Vigente;;;;;;;
5676586;dipemina;;Sensible;Manual;Vigente;;;;;;;
7773122;dipeptiven;;Insensible;Manual;Vigente;;;;;;;
5676587;diprivan;;Sensible;Manual;Vigente;;;;;;;
7773127;diproquin;;Insensible;Manual;Vigente;;;;;;;
5676588;diprospan;;Sensible;Manual;Vigente;;;;;;;
7773131;diprotan;;Insensible;Manual;Vigente;;;;;;;
5676589;dirtop;;Sensible;Manual;Vigente;;;;;;;
7773133;disbronc;;Insensible;Manual;Vigente;;;;;;;
7172222;disflax;;Insensible;Manual;Vigente;;;;;;;
7469399;disfruta;;Insensible;Manual;Vigente;;;;;;;
7773134;disgren AAS 81;;Insensible;Manual;Vigente;;;;;;;
7773136;disilden;;Insensible;Manual;Vigente;;;;;;;
7306141;dislep;;Insensible;Manual;Vigente;;;;;;;
7773141;dislipor;;Insensible;Manual;Vigente;;;;;;;
5676595;Dismam;;Sensible;Manual;Vigente;;;;;;;
7773144;disman;;Insensible;Manual;Vigente;;;;;;;
5676596;disopranil;;Sensible;Manual;Vigente;;;;;;;
7773147;distonal;;Insensible;Manual;Vigente;;;;;;;
7773148;disven;;Insensible;Manual;Vigente;;;;;;;
7773177;divalprex;;Insensible;Manual;Vigente;;;;;;;
7339095;divanon;;Insensible;Manual;Vigente;;;;;;;
7773180;divaril;;Insensible;Manual;Vigente;;;;;;;
5676599;dixi - 35;;Sensible;Manual;Vigente;;;;;;;
7311914;docivin;;Insensible;Manual;Vigente;;;;;;;
7773182;dofitex;;Insensible;Manual;Vigente;;;;;;;
7773392;dolcopin;;Insensible;Manual;Vigente;;;;;;;
7773395;dolean;;Insensible;Manual;Vigente;;;;;;;
7773397;dolergot;;Insensible;Manual;Vigente;;;;;;;
5676603;dolgenal;;Sensible;Manual;Vigente;;;;;;;
7350791;dolgex;;Insensible;Manual;Vigente;;;;;;;
7773398;dolider;;Insensible;Manual;Vigente;;;;;;;
7773401;dolipran;;Insensible;Manual;Vigente;;;;;;;
7773406;dolnix;;Insensible;Manual;Vigente;;;;;;;
7773409;dolo - esan;;Insensible;Manual;Vigente;;;;;;;
5676620;dolo - octirona;;Insensible;Manual;Vigente;;;;;;;
5676618;doloc;;Sensible;Manual;Vigente;;;;;;;
7312832;dolodrops;;Insensible;Manual;Vigente;;;;;;;
5676619;dolofar;;Sensible;Manual;Vigente;;;;;;;
7773413;dolonase;;Insensible;Manual;Vigente;;;;;;;
5676624;dolorub;;Sensible;Manual;Vigente;;;;;;;
7350919;dolospam;;Insensible;Manual;Vigente;;;;;;;
7773414;dolostat;;Insensible;Manual;Vigente;;;;;;;
7302825;doloten;;Insensible;Manual;Vigente;;;;;;;
7773429;doloverina;;Insensible;Manual;Vigente;;;;;;;
5676625;dolpic;;Sensible;Manual;Vigente;;;;;;;
7773431;domevol;;Insensible;Manual;Vigente;;;;;;;
5676626;dominium;;Sensible;Manual;Vigente;;;;;;;
7773435;dompesin;;Insensible;Manual;Vigente;;;;;;;
7271300;dompix;;Insensible;Manual;Vigente;;;;;;;
7773437;donegal;;Insensible;Manual;Vigente;;;;;;;
7350900;donomix;;Insensible;Manual;Vigente;;;;;;;
7301675;donter;;Insensible;Manual;Vigente;;;;;;;
7350894;doox;;Insensible;Manual;Vigente;;;;;;;
7773438;dopaben;;Insensible;Manual;Vigente;;;;;;;
5676627;Dorbantil;;Sensible;Manual;Vigente;;;;;;;
7773442;dormilam;;Insensible;Manual;Vigente;;;;;;;
5676629;dormonid;;Insensible;Manual;Vigente;;;;;;;
7472606;dosara;;Insensible;Manual;Vigente;;;;;;;
5676633;dosin;;Insensible;Manual;Vigente;;;;;;;
7773444;dostinex;;Insensible;Manual;Vigente;;;;;;;
7773460;dotarem;;Insensible;Manual;Vigente;;;;;;;
7773463;doupex;;Insensible;Manual;Vigente;;;;;;;
7773465;doxavit;;Insensible;Manual;Vigente;;;;;;;
7773468;doxithal;;Insensible;Manual;Vigente;;;;;;;
5676634;doxium 500;;Insensible;Manual;Vigente;;;;;;;
7339142;doxopeg;;Insensible;Manual;Vigente;;;;;;;
7339150;dralitem;;Insensible;Manual;Vigente;;;;;;;
7773472;drimpax;;Insensible;Manual;Vigente;;;;;;;
7773474;drina;;Insensible;Manual;Vigente;;;;;;;
7204342;drolsan;;Insensible;Manual;Vigente;;;;;;;
7464797;dronaval;;Insensible;Manual;Vigente;;;;;;;
5676636;dualten;;Sensible;Manual;Vigente;;;;;;;
7773479;dublina;;Insensible;Manual;Vigente;;;;;;;
5676638;duceten;;Insensible;Manual;Vigente;;;;;;;
5676642;dulcolax;;Sensible;Manual;Vigente;;;;;;;
7773481;dulera;;Insensible;Manual;Vigente;;;;;;;
7773487;duodart;;Insensible;Manual;Vigente;;;;;;;
7773492;duofilm;;Insensible;Manual;Vigente;;;;;;;
7773501;duogen;;Insensible;Manual;Vigente;;;;;;;
7773614;duoplant;;Insensible;Manual;Vigente;;;;;;;
7773621;duotrav;;Insensible;Manual;Vigente;;;;;;;
7773622;duoval;;Insensible;Manual;Vigente;;;;;;;
7773635;duphaston;;Insensible;Manual;Vigente;;;;;;;
7773637;durasolets;;Insensible;Manual;Vigente;;;;;;;
7773643;duratears;;Insensible;Manual;Vigente;;;;;;;
7780330;duratocin;;Insensible;Manual;Vigente;;;;;;;
7722788;durogesic;;Insensible;Manual;Vigente;;;;;;;
7773649;dynaxon;;Insensible;Manual;Vigente;;;;;;;
7294101;dysport;;Insensible;Manual;Vigente;;;;;;;
7773658;dysurgal;;Insensible;Manual;Vigente;;;;;;;
7773667;e - tec;;Insensible;Manual;Vigente;;;;;;;
7773671;ebantina;;Insensible;Manual;Vigente;;;;;;;
5676643;ebixa;;Sensible;Manual;Vigente;;;;;;;
7773674;ecalta;;Insensible;Manual;Vigente;;;;;;;
7320765;ecax;;Insensible;Manual;Vigente;;;;;;;
7713184;ecitalex;;Insensible;Manual;Vigente;;;;;;;
5676644;ecotrin;;Sensible;Manual;Vigente;;;;;;;
5676645;ectiban;;Sensible;Manual;Vigente;;;;;;;
7351067;ectien;;Insensible;Manual;Vigente;;;;;;;
7329879;efadima;;Insensible;Manual;Vigente;;;;;;;
5676648;efexor;;Sensible;Manual;Vigente;;;;;;;
7773675;efficort;;Insensible;Manual;Vigente;;;;;;;
7727230;effient;;Insensible;Manual;Vigente;;;;;;;
7773678;egogyn;;Insensible;Manual;Vigente;;;;;;;
5676649;elater;;Insensible;Manual;Vigente;;;;;;;
7773681;elbrus;;Insensible;Manual;Vigente;;;;;;;
5676650;elcal;;Insensible;Manual;Vigente;;;;;;;
7773682;elecare;;Insensible;Manual;Vigente;;;;;;;
7773685;elecox;;Insensible;Manual;Vigente;;;;;;;
7773687;elem;;Insensible;Manual;Vigente;;;;;;;
7322429;elemigrol;;Insensible;Manual;Vigente;;;;;;;
5676651;eleval;;Sensible;Manual;Vigente;;;;;;;
7773722;elidel;;Insensible;Manual;Vigente;;;;;;;
7773744;eliquis;;Insensible;Manual;Vigente;;;;;;;
7352668;elitiran;;Insensible;Manual;Vigente;;;;;;;
7476984;elitos;;Insensible;Manual;Vigente;;;;;;;
5676656;elixine;;Sensible;Manual;Vigente;;;;;;;
5676657;elocom;;Sensible;Manual;Vigente;;;;;;;
7773746;elogerme;;Insensible;Manual;Vigente;;;;;;;
7773749;elontril XL;;Insensible;Manual;Vigente;;;;;;;
7773750;elonva;;Insensible;Manual;Vigente;;;;;;;
7773754;eloxatin;;Insensible;Manual;Vigente;;;;;;;
7773758;eltoven;;Insensible;Manual;Vigente;;;;;;;
7317585;elvenir;;Insensible;Manual;Vigente;;;;;;;
7773763;emagrim;;Insensible;Manual;Vigente;;;;;;;
7773771;emend;;Insensible;Manual;Vigente;;;;;;;
5676658;emergen;;Sensible;Manual;Vigente;;;;;;;
5676659;emezol;;Sensible;Manual;Vigente;;;;;;;
7658462;emolan;;Insensible;Manual;Vigente;;;;;;;
5676660;enalten;;Sensible;Manual;Vigente;;;;;;;
7773772;enatrial;;Insensible;Manual;Vigente;;;;;;;
5676665;enbrel;;Sensible;Manual;Vigente;;;;;;;
7773775;enbrel autoinyector;;Insensible;Manual;Vigente;;;;;;;
7773778;encifer;;Insensible;Manual;Vigente;;;;;;;
7666382;endocare;;Insensible;Manual;Vigente;;;;;;;
7773783;endofalk;;Insensible;Manual;Vigente;;;;;;;
7773785;endogel;;Insensible;Manual;Vigente;;;;;;;
5676666;endoxan;;Sensible;Manual;Vigente;;;;;;;
7773805;endux;;Insensible;Manual;Vigente;;;;;;;
7773807;engerix - B;;Insensible;Manual;Vigente;;;;;;;
7773808;enhora;;Insensible;Manual;Vigente;;;;;;;
