STK_CONCEPTO;CATEGORIA;CATEGORIA_TEXTO;ESTADO;VALIDADO;MODELADO;USUARIO_VALIDA;FECHA_VALIDA;CONSULTAR;OBSERVACION;COMERCIALIZADO;GRADO_DEFINICION;FECHA_REGISTRO;USUARIO_REGISTRO
25811;71388002;Procedimiento;1;0;0;;;0;;0;;;
25812;71388002;Procedimiento;1;0;0;;;0;;0;;;
25813;243796009;Problemas;1;0;0;;;0;;0;;;
25814;404684003;Problemas;1;0;0;;;0;;0;;;
25815;404684003;Problemas;1;0;0;;;0;;0;;;
25816;404684003;Problemas;1;0;0;;;0;;0;;;
25817;404684003;Problemas;1;0;0;;;0;;0;;;
25818;71388002;Procedimiento;1;0;0;;;0;;0;;;
25819;71388002;Procedimiento;1;0;0;;;0;;0;;;
25820;71388002;Procedimiento;1;0;0;;;0;;0;;;
25821;71388002;Procedimiento;1;0;0;;;0;;0;;;
25822;71388002;Procedimiento;1;0;0;;;0;;0;;;
25823;71388002;Procedimiento;1;0;0;;;0;;0;;;
25826;243796009;Problemas;1;0;0;;;0;;0;;;
25827;404684003;Problemas;1;0;0;;;0;;0;;;
25828;404684003;Problemas;1;0;0;;;0;;0;;;
25829;404684003;Problemas;1;0;0;;;0;;0;;;
25830;404684003;Problemas;1;0;0;;;0;;0;;;
25831;243796009;Problemas;1;0;0;;;0;;0;;;
25832;404684003;Problemas;1;0;0;;;0;;0;;;
25833;404684003;Problemas;1;0;0;;;0;;0;;;
25834;404684003;Problemas;1;0;0;;;0;;0;;;
25835;404684003;Problemas;1;0;0;;;0;;0;;;
25836;404684003;Problemas;1;0;0;;;0;;0;;;
25837;404684003;Problemas;1;0;0;;;0;;0;;;
25838;404684003;Problemas;1;0;0;;;0;;0;;;
25839;404684003;Problemas;1;0;0;;;0;;0;;;
25840;404684003;Problemas;1;0;0;;;0;;0;;;
25841;404684003;Problemas;1;0;0;;;0;;0;;;
25842;71388002;Procedimiento;1;0;0;;;0;;0;;;
25843;404684003;Problemas;1;0;0;;;0;;0;;;
25844;404684003;Problemas;1;0;0;;;0;;0;;;
25846;71388002;Procedimiento;1;0;0;;;0;;0;;;
25847;71388002;Procedimiento;1;0;0;;;0;;0;;;
25848;71388002;Procedimiento;1;0;0;;;0;;0;;;
25849;404684003;Problemas;1;0;0;;;0;;0;;;
25850;404684003;Problemas;1;0;0;;;0;;0;;;
25851;404684003;Problemas;1;0;0;;;0;;0;;;
25852;404684003;Problemas;1;0;0;;;0;;0;;;
25853;404684003;Problemas;1;0;0;;;0;;0;;;
25854;404684003;Problemas;1;0;0;;;0;;0;;;
25855;404684003;Problemas;1;0;0;;;0;;0;;;
25857;404684003;Problemas;1;0;0;;;0;;0;;;
25858;404684003;Problemas;1;0;0;;;0;;0;;;
25859;404684003;Problemas;1;0;0;;;0;;0;;;
25860;404684003;Problemas;1;0;0;;;0;;0;;;
25861;404684003;Problemas;1;0;0;;;0;;0;;;
25862;404684003;Problemas;1;0;0;;;0;;0;;;
25863;71388002;Procedimiento;1;0;0;;;0;;0;;;
25864;71388002;Procedimiento;1;0;0;;;0;;0;;;
25865;71388002;Procedimiento;1;0;0;;;0;;0;;;
25866;71388002;Procedimiento;1;0;0;;;0;;0;;;
25867;243796009;Problemas;1;0;0;;;0;;0;;;
25868;243796009;Problemas;1;0;0;;;0;;0;;;
25869;404684003;Problemas;1;0;0;;;0;;0;;;
25870;404684003;Problemas;1;0;0;;;0;;0;;;
25871;404684003;Problemas;1;0;0;;;0;;0;;;
25872;404684003;Problemas;1;0;0;;;0;;0;;;
25873;404684003;Problemas;1;0;0;;;0;;0;;;
25874;404684003;Problemas;1;0;0;;;0;;0;;;
25875;404684003;Problemas;1;0;0;;;0;;0;;;
25876;404684003;Problemas;1;0;0;;;0;;0;;;
25877;404684003;Problemas;1;0;0;;;0;;0;;;
25878;404684003;Problemas;1;0;0;;;0;;0;;;
25879;243796009;Problemas;1;0;0;;;0;;0;;;
25880;404684003;Problemas;1;0;0;;;0;;0;;;
25881;404684003;Problemas;1;0;0;;;0;;0;;;
25882;404684003;Problemas;1;0;0;;;0;;0;;;
25883;404684003;Problemas;1;0;0;;;0;;0;;;
25884;404684003;Problemas;1;0;0;;;0;;0;;;
25885;404684003;Problemas;1;0;0;;;0;;0;;;
25887;404684003;Problemas;1;0;0;;;0;;0;;;
25888;404684003;Problemas;1;0;0;;;0;;0;;;
25889;404684003;Problemas;1;0;0;;;0;;0;;;
25890;404684003;Problemas;1;0;0;;;0;;0;;;
25891;404684003;Problemas;1;0;0;;;0;;0;;;
25892;404684003;Problemas;1;0;0;;;0;;0;;;
25893;404684003;Problemas;1;0;0;;;0;;0;;;
25894;243796009;Problemas;1;0;0;;;0;;0;;;
25895;71388002;Procedimiento;1;0;0;;;0;;0;;;
25896;404684003;Problemas;1;0;0;;;0;;0;;;
25897;404684003;Problemas;1;0;0;;;0;;0;;;
25898;71388002;Procedimiento;1;0;0;;;0;;0;;;
25899;404684003;Problemas;1;0;0;;;0;;0;;;
25900;404684003;Problemas;1;0;0;;;0;;0;;;
25901;404684003;Problemas;1;0;0;;;0;;0;;;
25902;404684003;Problemas;1;0;0;;;0;;0;;;
25903;404684003;Problemas;1;0;0;;;0;;0;;;
25904;404684003;Problemas;1;0;0;;;0;;0;;;
25905;404684003;Problemas;1;0;0;;;0;;0;;;
25906;404684003;Problemas;1;0;0;;;0;;0;;;
25907;404684003;Problemas;1;0;0;;;0;;0;;;
25908;243796009;Problemas;1;0;0;;;0;;0;;;
25909;404684003;Problemas;1;0;0;;;0;;0;;;
25910;404684003;Problemas;1;0;0;;;0;;0;;;
25911;404684003;Problemas;1;0;0;;;0;;0;;;
25912;404684003;Problemas;1;0;0;;;0;;0;;;
25913;404684003;Problemas;1;0;0;;;0;;0;;;
25914;404684003;Problemas;1;0;0;;;0;;0;;;
25915;404684003;Problemas;1;0;0;;;0;;0;;;
25916;404684003;Problemas;1;0;0;;;0;;0;;;
25917;404684003;Problemas;1;0;0;;;0;;0;;;
25918;404684003;Problemas;1;0;0;;;0;;0;;;
25919;404684003;Problemas;1;0;0;;;0;;0;;;
25920;404684003;Problemas;1;0;0;;;0;;0;;;
25921;404684003;Problemas;1;0;0;;;0;;0;;;
25927;243796009;Problemas;1;0;0;;;0;;0;;;
25928;404684003;Problemas;1;0;0;;;0;;0;;;
25929;404684003;Problemas;1;0;0;;;0;;0;;;
25930;404684003;Problemas;1;0;0;;;0;;0;;;
25931;404684003;Problemas;1;0;0;;;0;;0;;;
25932;404684003;Problemas;1;0;0;;;0;;0;;;
25933;404684003;Problemas;1;0;0;;;0;;0;;;
25934;404684003;Problemas;1;0;0;;;0;;0;;;
25935;404684003;Problemas;1;0;0;;;0;;0;;;
25936;404684003;Problemas;1;0;0;;;0;;0;;;
25937;404684003;Problemas;1;0;0;;;0;;0;;;
25938;404684003;Problemas;1;0;0;;;0;;0;;;
25939;404684003;Problemas;1;0;0;;;0;;0;;;
25940;404684003;Problemas;1;0;0;;;0;;0;;;
25941;404684003;Problemas;1;0;0;;;0;;0;;;
25942;404684003;Problemas;1;0;0;;;0;;0;;;
25943;404684003;Problemas;1;0;0;;;0;;0;;;
25944;404684003;Problemas;1;0;0;;;0;;0;;;
25945;404684003;Problemas;1;0;0;;;0;;0;;;
25946;404684003;Problemas;1;0;0;;;0;;0;;;
25947;404684003;Problemas;1;0;0;;;0;;0;;;
25948;404684003;Problemas;1;0;0;;;0;;0;;;
25949;404684003;Problemas;1;0;0;;;0;;0;;;
25950;404684003;Problemas;1;0;0;;;0;;0;;;
25951;404684003;Problemas;1;0;0;;;0;;0;;;
25952;404684003;Problemas;1;0;0;;;0;;0;;;
25953;404684003;Problemas;1;0;0;;;0;;0;;;
25954;243796009;Problemas;1;0;0;;;0;;0;;;
25955;243796009;Problemas;1;0;0;;;0;;0;;;
25956;404684003;Problemas;1;0;0;;;0;;0;;;
25959;71388002;Procedimiento;1;0;0;;;0;;0;;;
25965;404684003;Problemas;1;0;0;;;0;;0;;;
25966;404684003;Problemas;1;0;0;;;0;;0;;;
25968;404684003;Problemas;1;0;0;;;0;;0;;;
25969;404684003;Problemas;1;0;0;;;0;;0;;;
25970;362981000;Calificador;1;0;0;;;0;;0;;;
25971;404684003;Problemas;1;0;0;;;0;;0;;;
25972;243796009;Problemas;1;0;0;;;0;;0;;;
25973;404684003;Problemas;1;0;0;;;0;;0;;;
25974;404684003;Problemas;1;0;0;;;0;;0;;;
25975;404684003;Problemas;1;0;0;;;0;;0;;;
25976;404684003;Problemas;1;0;0;;;0;;0;;;
25977;404684003;Problemas;1;0;0;;;0;;0;;;
25978;404684003;Problemas;1;0;0;;;0;;0;;;
25981;71388002;Procedimiento;1;0;0;;;0;;0;;;
25982;404684003;Problemas;1;0;0;;;0;;0;;;
25983;404684003;Problemas;1;0;0;;;0;;0;;;
25984;404684003;Problemas;1;0;0;;;0;;0;;;
25985;243796009;Problemas;1;0;0;;;0;;0;;;
25986;404684003;Problemas;1;0;0;;;0;;0;;;
25988;243796009;Problemas;1;0;0;;;0;;0;;;
25989;71388002;Procedimiento;1;0;0;;;0;;0;;;
25990;71388002;Procedimiento;1;0;0;;;0;;0;;;
25991;243796009;Problemas;1;0;0;;;0;;0;;;
25992;71388002;Procedimiento;1;0;0;;;0;;0;;;
25994;243796009;Problemas;1;0;0;;;0;;0;;;
25995;404684003;Problemas;1;0;0;;;0;;0;;;
25996;71388002;Procedimiento;1;0;0;;;0;;0;;;
25997;71388002;Procedimiento;1;0;0;;;0;;0;;;
25998;71388002;Procedimiento;1;0;0;;;0;;0;;;
25999;243796009;Problemas;1;0;0;;;0;;0;;;
26000;404684003;Problemas;1;0;0;;;0;;0;;;
26001;404684003;Problemas;1;0;0;;;0;;0;;;
26002;404684003;Problemas;1;0;0;;;0;;0;;;
26003;404684003;Problemas;1;0;0;;;0;;0;;;
26004;404684003;Problemas;1;0;0;;;0;;0;;;
26005;404684003;Problemas;1;0;0;;;0;;0;;;
26006;243796009;Problemas;1;0;0;;;0;;0;;;
26007;243796009;Problemas;1;0;0;;;0;;0;;;
26009;71388002;Procedimiento;1;0;0;;;0;;0;;;
26010;71388002;Procedimiento;1;0;0;;;0;;0;;;
26011;71388002;Procedimiento;1;0;0;;;0;;0;;;
26012;71388002;Procedimiento;1;0;0;;;0;;0;;;
26014;404684003;Problemas;1;0;0;;;0;;0;;;
26015;404684003;Problemas;1;0;0;;;0;;0;;;
26016;71388002;Procedimiento;1;0;0;;;0;;0;;;
26017;404684003;Problemas;1;0;0;;;0;;0;;;
26018;404684003;Problemas;1;0;0;;;0;;0;;;
26019;404684003;Problemas;1;0;0;;;0;;0;;;
26020;404684003;Problemas;1;0;0;;;0;;0;;;
26021;404684003;Problemas;1;0;0;;;0;;0;;;
26022;404684003;Problemas;1;0;0;;;0;;0;;;
26023;404684003;Problemas;1;0;0;;;0;;0;;;
26024;404684003;Problemas;1;0;0;;;0;;0;;;
26025;71388002;Procedimiento;1;0;0;;;0;;0;;;
26027;404684003;Problemas;1;0;0;;;0;;0;;;
26036;71388002;Procedimiento;1;0;0;;;0;;0;;;
26037;404684003;Problemas;1;0;0;;;0;;0;;;
26038;404684003;Problemas;1;0;0;;;0;;0;;;
26039;404684003;Problemas;1;0;0;;;0;;0;;;
26040;404684003;Problemas;1;0;0;;;0;;0;;;
26041;404684003;Problemas;1;0;0;;;0;;0;;;
26042;404684003;Problemas;1;0;0;;;0;;0;;;
26043;404684003;Problemas;1;0;0;;;0;;0;;;
26044;404684003;Problemas;1;0;0;;;0;;0;;;
26045;243796009;Problemas;1;0;0;;;0;;0;;;
26046;243796009;Problemas;1;0;0;;;0;;0;;;
26047;404684003;Problemas;1;0;0;;;0;;0;;;
26048;404684003;Problemas;1;0;0;;;0;;0;;;
26049;404684003;Problemas;1;0;0;;;0;;0;;;
26050;404684003;Problemas;1;0;0;;;0;;0;;;
26051;404684003;Problemas;1;0;0;;;0;;0;;;
26052;404684003;Problemas;1;0;0;;;0;;0;;;
26053;404684003;Problemas;1;0;0;;;0;;0;;;
26054;404684003;Problemas;1;0;0;;;0;;0;;;
26055;404684003;Problemas;1;0;0;;;0;;0;;;
26056;404684003;Problemas;1;0;0;;;0;;0;;;
26057;404684003;Problemas;1;0;0;;;0;;0;;;
26058;404684003;Problemas;1;0;0;;;0;;0;;;
26059;404684003;Problemas;1;0;0;;;0;;0;;;
26060;404684003;Problemas;1;0;0;;;0;;0;;;
26061;404684003;Problemas;1;0;0;;;0;;0;;;
26062;404684003;Problemas;1;0;0;;;0;;0;;;
26063;404684003;Problemas;1;0;0;;;0;;0;;;
26064;404684003;Problemas;1;0;0;;;0;;0;;;
26065;404684003;Problemas;1;0;0;;;0;;0;;;
26066;404684003;Problemas;1;0;0;;;0;;0;;;
26067;404684003;Problemas;1;0;0;;;0;;0;;;
26068;404684003;Problemas;1;0;0;;;0;;0;;;
26069;404684003;Problemas;1;0;0;;;0;;0;;;
26075;243796009;Problemas;1;0;0;;;0;;0;;;
26076;71388002;Procedimiento;1;0;0;;;0;;0;;;
26077;404684003;Problemas;1;0;0;;;0;;0;;;
26085;404684003;Problemas;1;0;0;;;0;;0;;;
26086;71388002;Procedimiento;1;0;0;;;0;;0;;;
26087;404684003;Problemas;1;0;0;;;0;;0;;;
26088;404684003;Problemas;1;0;0;;;0;;0;;;
26089;404684003;Problemas;1;0;0;;;0;;0;;;
26090;404684003;Problemas;1;0;0;;;0;;0;;;
26091;404684003;Problemas;1;0;0;;;0;;0;;;
26092;404684003;Problemas;1;0;0;;;0;;0;;;
26093;404684003;Problemas;1;0;0;;;0;;0;;;
26096;404684003;Problemas;1;0;0;;;0;;0;;;
26097;404684003;Problemas;1;0;0;;;0;;0;;;
26098;243796009;Problemas;1;0;0;;;0;;0;;;
26099;404684003;Problemas;1;0;0;;;0;;0;;;
26100;404684003;Problemas;1;0;0;;;0;;0;;;
26101;404684003;Problemas;1;0;0;;;0;;0;;;
26102;404684003;Problemas;1;0;0;;;0;;0;;;
26103;404684003;Problemas;1;0;0;;;0;;0;;;
26104;404684003;Problemas;1;0;0;;;0;;0;;;
26105;243796009;Problemas;1;0;0;;;0;;0;;;
26107;404684003;Problemas;1;0;0;;;0;;0;;;
26108;404684003;Problemas;1;0;0;;;0;;0;;;
26109;404684003;Problemas;1;0;0;;;0;;0;;;
26110;404684003;Problemas;1;0;0;;;0;;0;;;
26111;404684003;Problemas;1;0;0;;;0;;0;;;
26112;404684003;Problemas;1;0;0;;;0;;0;;;
26113;404684003;Problemas;1;0;0;;;0;;0;;;
26114;404684003;Problemas;1;0;0;;;0;;0;;;
26115;404684003;Problemas;1;0;0;;;0;;0;;;
26116;404684003;Problemas;1;0;0;;;0;;0;;;
26117;404684003;Problemas;1;0;0;;;0;;0;;;
26118;404684003;Problemas;1;0;0;;;0;;0;;;
26119;404684003;Problemas;1;0;0;;;0;;0;;;
26120;404684003;Problemas;1;0;0;;;0;;0;;;
26121;71388002;Procedimiento;1;0;0;;;0;;0;;;
26122;404684003;Problemas;1;0;0;;;0;;0;;;
26123;404684003;Problemas;1;0;0;;;0;;0;;;
26124;404684003;Problemas;1;0;0;;;0;;0;;;
26125;404684003;Problemas;1;0;0;;;0;;0;;;
26126;404684003;Problemas;1;0;0;;;0;;0;;;
26127;404684003;Problemas;1;0;0;;;0;;0;;;
26128;404684003;Problemas;1;0;0;;;0;;0;;;
26129;404684003;Problemas;1;0;0;;;0;;0;;;
26130;404684003;Problemas;1;0;0;;;0;;0;;;
26131;404684003;Problemas;1;0;0;;;0;;0;;;
26132;404684003;Problemas;1;0;0;;;0;;0;;;
26133;404684003;Problemas;1;0;0;;;0;;0;;;
26134;71388002;Procedimiento;1;0;0;;;0;;0;;;
26135;404684003;Problemas;1;0;0;;;0;;0;;;
26136;404684003;Problemas;1;0;0;;;0;;0;;;
26137;404684003;Problemas;1;0;0;;;0;;0;;;
26138;404684003;Problemas;1;0;0;;;0;;0;;;
26139;404684003;Problemas;1;0;0;;;0;;0;;;
26140;404684003;Problemas;1;0;0;;;0;;0;;;
26141;404684003;Problemas;1;0;0;;;0;;0;;;
26142;404684003;Problemas;1;0;0;;;0;;0;;;
26143;404684003;Problemas;1;0;0;;;0;;0;;;
26144;404684003;Problemas;1;0;0;;;0;;0;;;
26145;404684003;Problemas;1;0;0;;;0;;0;;;
26146;404684003;Problemas;1;0;0;;;0;;0;;;
26147;404684003;Problemas;1;0;0;;;0;;0;;;
26148;404684003;Problemas;1;0;0;;;0;;0;;;
26149;404684003;Problemas;1;0;0;;;0;;0;;;
26150;404684003;Problemas;1;0;0;;;0;;0;;;
26151;404684003;Problemas;1;0;0;;;0;;0;;;
26157;404684003;Problemas;1;0;0;;;0;;0;;;
26158;404684003;Problemas;1;0;0;;;0;;0;;;
26159;404684003;Problemas;1;0;0;;;0;;0;;;
26160;404684003;Problemas;1;0;0;;;0;;0;;;
26161;404684003;Problemas;1;0;0;;;0;;0;;;
26162;404684003;Problemas;1;0;0;;;0;;0;;;
26163;404684003;Problemas;1;0;0;;;0;;0;;;
26165;404684003;Problemas;1;0;0;;;0;;0;;;
26166;404684003;Problemas;1;0;0;;;0;;0;;;
26170;404684003;Problemas;1;0;0;;;0;;0;;;
26171;404684003;Problemas;1;0;0;;;0;;0;;;
26172;404684003;Problemas;1;0;0;;;0;;0;;;
26173;404684003;Problemas;1;0;0;;;0;;0;;;
26174;404684003;Problemas;1;0;0;;;0;;0;;;
26175;404684003;Problemas;1;0;0;;;0;;0;;;
26176;404684003;Problemas;1;0;0;;;0;;0;;;
26177;404684003;Problemas;1;0;0;;;0;;0;;;
26178;404684003;Problemas;1;0;0;;;0;;0;;;
26179;404684003;Problemas;1;0;0;;;0;;0;;;
26180;404684003;Problemas;1;0;0;;;0;;0;;;
26181;404684003;Problemas;1;0;0;;;0;;0;;;
26182;404684003;Problemas;1;0;0;;;0;;0;;;
26183;404684003;Problemas;1;0;0;;;0;;0;;;
26184;404684003;Problemas;1;0;0;;;0;;0;;;
26185;243796009;Problemas;1;0;0;;;0;;0;;;
26186;404684003;Problemas;1;0;0;;;0;;0;;;
26187;404684003;Problemas;1;0;0;;;0;;0;;;
26189;404684003;Problemas;1;0;0;;;0;;0;;;
26190;404684003;Problemas;1;0;0;;;0;;0;;;
26191;404684003;Problemas;1;0;0;;;0;;0;;;
26192;404684003;Problemas;1;0;0;;;0;;0;;;
26193;404684003;Problemas;1;0;0;;;0;;0;;;
26195;71388002;Procedimiento;1;0;0;;;0;;0;;;
26196;71388002;Procedimiento;1;0;0;;;0;;0;;;
26197;71388002;Procedimiento;1;0;0;;;0;;0;;;
26198;71388002;Procedimiento;1;0;0;;;0;;0;;;
26199;71388002;Procedimiento;1;0;0;;;0;;0;;;
26200;71388002;Procedimiento;1;0;0;;;0;;0;;;
26201;71388002;Procedimiento;1;0;0;;;0;;0;;;
26202;71388002;Procedimiento;1;0;0;;;0;;0;;;
26203;71388002;Procedimiento;1;0;0;;;0;;0;;;
26204;71388002;Procedimiento;1;0;0;;;0;;0;;;
26205;71388002;Procedimiento;1;0;0;;;0;;0;;;
26206;404684003;Problemas;1;0;0;;;0;;0;;;
26207;404684003;Problemas;1;0;0;;;0;;0;;;
26208;404684003;Problemas;1;0;0;;;0;;0;;;
26209;404684003;Problemas;1;0;0;;;0;;0;;;
26211;404684003;Problemas;1;0;0;;;0;;0;;;
26215;404684003;Problemas;1;0;0;;;0;;0;;;
26217;243796009;Problemas;1;0;0;;;0;;0;;;
26218;243796009;Problemas;1;0;0;;;0;;0;;;
26219;243796009;Problemas;1;0;0;;;0;;0;;;
26220;243796009;Problemas;1;0;0;;;0;;0;;;
26221;71388002;Procedimiento;1;0;0;;;0;;0;;;
26224;71388002;Procedimiento;1;0;0;;;0;;0;;;
26229;243796009;Problemas;1;0;0;;;0;;0;;;
26230;404684003;Problemas;1;0;0;;;0;;0;;;
26231;404684003;Problemas;1;0;0;;;0;;0;;;
26232;243796009;Problemas;1;0;0;;;0;;0;;;
26233;404684003;Problemas;1;0;0;;;0;;0;;;
26234;243796009;Problemas;1;0;0;;;0;;0;;;
26235;243796009;Problemas;1;0;0;;;0;;0;;;
26236;243796009;Problemas;1;0;0;;;0;;0;;;
26237;243796009;Problemas;1;0;0;;;0;;0;;;
26238;404684003;Problemas;1;0;0;;;0;;0;;;
26239;404684003;Problemas;1;0;0;;;0;;0;;;
26240;243796009;Problemas;1;0;0;;;0;;0;;;
26244;71388002;Procedimiento;1;0;0;;;0;;0;;;
26245;71388002;Procedimiento;1;0;0;;;0;;0;;;
26246;71388002;Procedimiento;1;0;0;;;0;;0;;;
26247;404684003;Problemas;1;0;0;;;0;;0;;;
26248;243796009;Problemas;1;0;0;;;0;;0;;;
26250;71388002;Procedimiento;1;0;0;;;0;;0;;;
26251;71388002;Procedimiento;1;0;0;;;0;;0;;;
26252;71388002;Procedimiento;1;0;0;;;0;;0;;;
26253;71388002;Procedimiento;1;0;0;;;0;;0;;;
26254;71388002;Procedimiento;1;0;0;;;0;;0;;;
26255;71388002;Procedimiento;1;0;0;;;0;;0;;;
26256;71388002;Procedimiento;1;0;0;;;0;;0;;;
26257;71388002;Procedimiento;1;0;0;;;0;;0;;;
26259;71388002;Procedimiento;1;0;0;;;0;;0;;;
26260;71388002;Procedimiento;1;0;0;;;0;;0;;;
26261;71388002;Procedimiento;1;0;0;;;0;;0;;;
26262;71388002;Procedimiento;1;0;0;;;0;;0;;;
26263;71388002;Procedimiento;1;0;0;;;0;;0;;;
26264;71388002;Procedimiento;1;0;0;;;0;;0;;;
26265;71388002;Procedimiento;1;0;0;;;0;;0;;;
26266;71388002;Procedimiento;1;0;0;;;0;;0;;;
26267;71388002;Procedimiento;1;0;0;;;0;;0;;;
26268;71388002;Procedimiento;1;0;0;;;0;;0;;;
26269;71388002;Procedimiento;1;0;0;;;0;;0;;;
26270;71388002;Procedimiento;1;0;0;;;0;;0;;;
26271;71388002;Procedimiento;1;0;0;;;0;;0;;;
26272;71388002;Procedimiento;1;0;0;;;0;;0;;;
26273;71388002;Procedimiento;1;0;0;;;0;;0;;;
26274;71388002;Procedimiento;1;0;0;;;0;;0;;;
26275;71388002;Procedimiento;1;0;0;;;0;;0;;;
26276;71388002;Procedimiento;1;0;0;;;0;;0;;;
26278;71388002;Procedimiento;1;0;0;;;0;;0;;;
26279;71388002;Procedimiento;1;0;0;;;0;;0;;;
26285;71388002;Procedimiento;1;0;0;;;0;;0;;;
26286;362981000;Calificador;1;0;0;;;0;;0;;;
26287;243796009;Problemas;1;0;0;;;0;;0;;;
26288;243796009;Problemas;1;0;0;;;0;;0;;;
26289;71388002;Procedimiento;1;0;0;;;0;;0;;;
26290;71388002;Procedimiento;1;0;0;;;0;;0;;;
26291;243796009;Problemas;1;0;0;;;0;;0;;;
26292;71388002;Procedimiento;1;0;0;;;0;;0;;;
26293;71388002;Procedimiento;1;0;0;;;0;;0;;;
26294;71388002;Procedimiento;1;0;0;;;0;;0;;;
26295;71388002;Procedimiento;1;0;0;;;0;;0;;;
26296;71388002;Procedimiento;1;0;0;;;0;;0;;;
26297;71388002;Procedimiento;1;0;0;;;0;;0;;;
26298;71388002;Procedimiento;1;0;0;;;0;;0;;;
26299;71388002;Procedimiento;1;0;0;;;0;;0;;;
26300;71388002;Procedimiento;1;0;0;;;0;;0;;;
26301;71388002;Procedimiento;1;0;0;;;0;;0;;;
26302;71388002;Procedimiento;1;0;0;;;0;;0;;;
26303;71388002;Procedimiento;1;0;0;;;0;;0;;;
26304;71388002;Procedimiento;1;0;0;;;0;;0;;;
26305;71388002;Procedimiento;1;0;0;;;0;;0;;;
26306;243796009;Problemas;1;0;0;;;0;;0;;;
26309;404684003;Problemas;1;0;0;;;0;;0;;;
26310;404684003;Problemas;1;0;0;;;0;;0;;;
26311;404684003;Problemas;1;0;0;;;0;;0;;;
26312;404684003;Problemas;1;0;0;;;0;;0;;;
26313;404684003;Problemas;1;0;0;;;0;;0;;;
26314;404684003;Problemas;1;0;0;;;0;;0;;;
26315;404684003;Problemas;1;0;0;;;0;;0;;;
26316;404684003;Problemas;1;0;0;;;0;;0;;;
26317;71388002;Procedimiento;1;0;0;;;0;;0;;;
26318;404684003;Problemas;1;0;0;;;0;;0;;;
26319;71388002;Procedimiento;1;0;0;;;0;;0;;;
26320;71388002;Procedimiento;1;0;0;;;0;;0;;;
26321;71388002;Procedimiento;1;0;0;;;0;;0;;;
26322;71388002;Procedimiento;1;0;0;;;0;;0;;;
26323;71388002;Procedimiento;1;0;0;;;0;;0;;;
26324;71388002;Procedimiento;1;0;0;;;0;;0;;;
26325;404684003;Problemas;1;0;0;;;0;;0;;;
26326;404684003;Problemas;1;0;0;;;0;;0;;;
26327;404684003;Problemas;1;0;0;;;0;;0;;;
26328;404684003;Problemas;1;0;0;;;0;;0;;;
26329;404684003;Problemas;1;0;0;;;0;;0;;;
26330;71388002;Procedimiento;1;0;0;;;0;;0;;;
26332;410607006;Organismo;1;0;0;;;0;;0;;;
26333;71388002;Procedimiento;1;0;0;;;0;;0;;;
26334;243796009;Problemas;1;0;0;;;0;;0;;;
26335;243796009;Problemas;1;0;0;;;0;;0;;;
26336;404684003;Problemas;1;0;0;;;0;;0;;;
26337;404684003;Problemas;1;0;0;;;0;;0;;;
26338;404684003;Problemas;1;0;0;;;0;;0;;;
26339;404684003;Problemas;1;0;0;;;0;;0;;;
26340;404684003;Problemas;1;0;0;;;0;;0;;;
26341;404684003;Problemas;1;0;0;;;0;;0;;;
26342;404684003;Problemas;1;0;0;;;0;;0;;;
26343;71388002;Procedimiento;1;0;0;;;0;;0;;;
26354;404684003;Problemas;1;0;0;;;0;;0;;;
26355;404684003;Problemas;1;0;0;;;0;;0;;;
26356;404684003;Problemas;1;0;0;;;0;;0;;;
26357;404684003;Problemas;1;0;0;;;0;;0;;;
26358;404684003;Problemas;1;0;0;;;0;;0;;;
26359;71388002;Procedimiento;1;0;0;;;0;;0;;;
26360;404684003;Problemas;1;0;0;;;0;;0;;;
26361;404684003;Problemas;1;0;0;;;0;;0;;;
26362;71388002;Procedimiento;1;0;0;;;0;;0;;;
26363;71388002;Procedimiento;1;0;0;;;0;;0;;;
26364;404684003;Problemas;1;0;0;;;0;;0;;;
26365;243796009;Problemas;1;0;0;;;0;;0;;;
26368;71388002;Procedimiento;1;0;0;;;0;;0;;;
26369;71388002;Procedimiento;1;0;0;;;0;;0;;;
26370;71388002;Procedimiento;1;0;0;;;0;;0;;;
26371;71388002;Procedimiento;1;0;0;;;0;;0;;;
26372;71388002;Procedimiento;1;0;0;;;0;;0;;;
26373;71388002;Procedimiento;1;0;0;;;0;;0;;;
26374;71388002;Procedimiento;1;0;0;;;0;;0;;;
26375;71388002;Procedimiento;1;0;0;;;0;;0;;;
26376;71388002;Procedimiento;1;0;0;;;0;;0;;;
26377;71388002;Procedimiento;1;0;0;;;0;;0;;;
26378;71388002;Procedimiento;1;0;0;;;0;;0;;;
26379;71388002;Procedimiento;1;0;0;;;0;;0;;;
26380;71388002;Procedimiento;1;0;0;;;0;;0;;;
26381;71388002;Procedimiento;1;0;0;;;0;;0;;;
26382;71388002;Procedimiento;1;0;0;;;0;;0;;;
26383;71388002;Procedimiento;1;0;0;;;0;;0;;;
26384;243796009;Problemas;1;0;0;;;0;;0;;;
26385;71388002;Procedimiento;1;0;0;;;0;;0;;;
26386;404684003;Problemas;1;0;0;;;0;;0;;;
26387;404684003;Problemas;1;0;0;;;0;;0;;;
26388;404684003;Problemas;1;0;0;;;0;;0;;;
26390;404684003;Problemas;1;0;0;;;0;;0;;;
26391;404684003;Problemas;1;0;0;;;0;;0;;;
26392;404684003;Problemas;1;0;0;;;0;;0;;;
